1,AA,DFWOGG,,USA-USA,2023-07,ADD,1,1,0.0,285,289,4.0,0.0,2023-02-26,2023-03-05,2.0
1,AA,DFWSEA,,USA-USA,2023-07,ADD,6.2,7.2,1,1189,1349,160.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,MGAMIA,,CAM-USA,2023-07,RDC,2,1.9,-0.1,320,299,-21.0,-0.1,2023-02-26,2023-03-05,3.0
2,AA,TOTAL,,,2023-07,ADD,-,-,-,-,-,143.0,0.1,2023-02-26,2023-03-05,
1,AA,DFWOGG,,USA-USA,2023-08,ADD,1,1,0.0,253,254,1.0,0.0,2023-02-26,2023-03-05,2.0
1,AA,DFWSEA,,USA-USA,2023-08,ADD,6.9,7.3,0.5,1297,1369,72.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,MGAMIA,,CAM-USA,2023-08,ADD,1.5,2,0.5,232,317,85.0,0.4,2023-02-26,2023-03-05,2.0
1,AA,DENMIA,,USA-USA,2023-08,RDC,2.5,2,-0.5,427,333,-94.0,-0.2,2023-02-26,2023-03-05,3.0
1,AA,IAHMIA,,USA-USA,2023-08,RDC,4.5,4,-0.5,652,596,-56.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,JAXMIA,,USA-USA,2023-08,RDC,4.5,4,-0.5,459,417,-42.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,MCOMIA,,USA-USA,2023-08,RDC,9,8.5,-0.5,1572,1502,-70.0,0.0,2023-02-26,2023-03-05,3.0
1,AA,MDEMIA,,SUD-USA,2023-08,RDC,2.5,2,-0.5,432,344,-88.0,-0.2,2023-02-26,2023-03-05,3.0
1,AA,MIAMSY,,USA-USA,2023-08,RDC,3.6,3.1,-0.5,428,357,-71.0,-0.2,2023-02-26,2023-03-05,3.0
1,AA,MIATPA,,USA-USA,2023-08,RDC,6.2,5.7,-0.5,795,754,-41.0,-0.1,2023-02-26,2023-03-05,3.0
2,AA,TOTAL,,,2023-08,RDC,-,-,-,-,-,-304.0,0.0,2023-02-26,2023-03-05,
1,AA,AUAMIA,,CAR-USA,2023-09,ADD,1.2,2,0.8,189,322,133.0,0.7,2023-02-26,2023-03-05,2.0
1,AA,MGAMIA,,CAM-USA,2023-09,ADD,1,2,1,160,320,160.0,1.0,2023-02-26,2023-03-05,2.0
1,AA,ANUJFK,,CAR-USA,2023-09,RDC,1,0.2,-0.8,172,29,-143.0,-0.8,2023-02-26,2023-03-05,3.0
1,AA,CLTGCM,,CAR-USA,2023-09,RDC,1,1,0.0,187,165,-22.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,CLTSXM,,CAR-USA,2023-09,RDC,1,0.3,-0.7,128,38,-90.0,-0.7,2023-02-26,2023-03-05,3.0
1,AA,DENMIA,,USA-USA,2023-09,RDC,3,2,-1,516,344,-172.0,-0.3,2023-02-26,2023-03-05,3.0
1,AA,DFWGCM,,CAR-USA,2023-09,RDC,0.2,0.0,-0.1,27,5,-22.0,-0.8,2023-02-26,2023-03-05,3.0
1,AA,GCMMIA,,CAR-USA,2023-09,RDC,2,1.2,-0.8,320,187,-133.0,-0.4,2023-02-26,2023-03-05,3.0
1,AA,IAHMIA,,USA-USA,2023-09,RDC,5,4,-1,652,550,-102.0,-0.2,2023-02-26,2023-03-05,3.0
1,AA,JAXMIA,,USA-USA,2023-09,RDC,5,4,-1,432,356,-76.0,-0.2,2023-02-26,2023-03-05,3.0
1,AA,MCOMIA,,USA-USA,2023-09,RDC,10,9,-1,1679,1551,-128.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,MDEMIA,,SUD-USA,2023-09,RDC,3,2,-1,504,344,-160.0,-0.3,2023-02-26,2023-03-05,3.0
1,AA,MIAMSY,,USA-USA,2023-09,RDC,4,3,-1,504,376,-128.0,-0.3,2023-02-26,2023-03-05,3.0
1,AA,MIASTI,,CAR-USA,2023-09,RDC,2,1.2,-0.8,320,187,-133.0,-0.4,2023-02-26,2023-03-05,3.0
1,AA,MIATPA,,USA-USA,2023-09,RDC,7,6,-1,846,770,-76.0,-0.1,2023-02-26,2023-03-05,3.0
1,AA,PHLPUJ,,CAR-USA,2023-09,RDC,1,0.3,-0.7,187,56,-131.0,-0.7,2023-02-26,2023-03-05,3.0
2,AA,TOTAL,,,2023-09,RDC,-,-,-,-,-,-1223.0,-0.2,2023-02-26,2023-03-05,
1,AA,AUAMIA,,CAR-USA,2023-10,ADD,1.8,2,0.1,304,325,21.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,CLTPLS,,CAR-USA,2023-10,ADD,0.9,1,0.1,163,181,18.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,CLTPUJ,,CAR-USA,2023-10,ADD,1.8,1.9,0.1,338,353,15.0,0.0,2023-02-26,2023-03-05,2.0
1,AA,CUNPHL,,PLA-USA,2023-10,ADD,1.8,1.9,0.1,332,350,18.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,LAXYVR,,CAN-USA,2023-10,ADD,0.9,1,0.1,116,123,7.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,MGAMIA,,CAM-USA,2023-10,ADD,1,2,1,160,320,160.0,1.0,2023-02-26,2023-03-05,2.0
1,AA,MIAPUJ,,CAR-USA,2023-10,ADD,2.9,3,0.1,465,480,15.0,0.0,2023-02-26,2023-03-05,2.0
1,AA,ORDPUJ,,CAR-USA,2023-10,ADD,0.9,1,0.1,145,160,15.0,0.1,2023-02-26,2023-03-05,2.0
1,AA,ANUJFK,,CAR-USA,2023-10,RDC,1,0.9,-0.1,171,149,-22.0,-0.1,2023-02-26,2023-03-05,3.0
